Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
BANNER CASA GRANDE MEDICAL CENTER,30016,AZ,Chronic_Obstructive_Pulmonary,332,1.0733,19.3,18.0,69,01-JUL-11,30-JUN-14
FLAGSTAFF MEDICAL CENTER,30023,AZ,Heart_Faliure,257,0.8627,18.0,20.9,38,01-JUL-11,30-JUN-14
FLAGSTAFF MEDICAL CENTER,30023,AZ,Pneumonia,212,0.9491,15.3,16.1,29,01-JUL-11,30-JUN-14
ABRAZO CENTRAL CAMPUS,30030,AZ,Hip_Knee_Surgery,157,1.039,5.0,4.8,23,01-JUL-11,30-JUN-14
BANNER PAYSON MEDICAL CENTER,30033,AZ,Chronic_Obstructive_Pulmonary,127,1.0279,18.2,17.7,25,01-JUL-11,30-JUN-14
CHANDLER REGIONAL MEDICAL CENTER,30036,AZ,Chronic_Obstructive_Pulmonary,306,0.8948,16.8,18.8,44,01-JUL-11,30-JUN-14
CHANDLER REGIONAL MEDICAL CENTER,30036,AZ,Heart_Faliure,417,0.9211,19.6,21.3,77,01-JUL-11,30-JUN-14
SCOTTSDALE OSBORN MEDICAL CENTER,30038,AZ,Pneumonia,413,0.9491,15.1,15.9,59,01-JUL-11,30-JUN-14
SUMMIT HEALTHCARE REGIONAL MEDICAL CENTER,30062,AZ,Acute_Myocardial_infarction,157,0.9285,14.2,15.2,23,01-JUL-11,30-JUN-14
BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,30064,AZ,Acute_Myocardial_infarction,238,1.1019,18.0,16.4,48,01-JUL-11,30-JUN-14
BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,30064,AZ,Hip_Knee_Surgery,157,0.9137,4.1,4.5,23,01-JUL-11,30-JUN-14
MT GRAHAM REGIONAL MEDICAL CENTER,30068,AZ,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
ARROWHEAD REGIONAL MEDICAL CENTER,50245,CA,Heart_Faliure,138,1.0178,21.7,21.3,31,01-JUL-11,30-JUN-14
ARROWHEAD REGIONAL MEDICAL CENTER,50245,CA,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
ARROWHEAD REGIONAL MEDICAL CENTER,50245,CA,Pneumonia,79,0.9906,17.3,17.4,13,01-JUL-11,30-JUN-14
NATIVIDAD MEDICAL CENTER,50248,CA,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
GOOD SAMARITAN HOSPITAL,50257,CA,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
RONALD REAGAN U C L A MEDICAL CENTER,50262,CA,Pneumonia,206,1.0399,20.1,19.3,44,01-JUL-11,30-JUN-14
REDLANDS COMMUNITY HOSPITAL,50272,CA,Chronic_Obstructive_Pulmonary,117,0.9554,18.1,18.9,18,01-JUL-11,30-JUN-14
MERCY MEDICAL CENTER REDDING,50280,CA,Hip_Knee_Surgery,778,0.8089,3.8,4.7,26,01-JUL-11,30-JUN-14
PROVIDENCE SAINT JOHN'S HEALTH CENTER,50290,CA,Hip_Knee_Surgery,2179,0.6368,3.1,4.8,59,01-JUL-11,30-JUN-14
SUTTER SANTA ROSA REGIONAL HOSPITAL,50291,CA,Hip_Knee_Surgery,157,0.863,4.5,5.2,23,01-JUL-11,30-JUN-14
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,50292,CA,Chronic_Obstructive_Pulmonary,85,0.9438,21.4,22.7,14,01-JUL-11,30-JUN-14
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,50292,CA,Heart_Faliure,110,1.0167,21.8,21.5,25,01-JUL-11,30-JUN-14
RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,50292,CA,Pneumonia,83,1.0331,17.9,17.3,17,01-JUL-11,30-JUN-14
MERCY HOSPITAL,50295,CA,Chronic_Obstructive_Pulmonary,224,1.0028,20.9,20.8,47,01-JUL-11,30-JUN-14
UKIAH VALLEY MEDICAL CENTER,50301,CA,Heart_Faliure,220,1.0112,21.1,20.8,47,01-JUL-11,30-JUN-14
UKIAH VALLEY MEDICAL CENTER,50301,CA,Pneumonia,196,0.8981,13.7,15.2,20,01-JUL-11,30-JUN-14
ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,50305,CA,Pneumonia,196,1.1066,17.1,15.4,40,01-JUL-11,30-JUN-14
SUTTER ROSEVILLE MEDICAL CENTER,50309,CA,Acute_Myocardial_infarction,304,0.8447,13.3,15.7,32,01-JUL-11,30-JUN-14
SUTTER TRACY COMMUNITY HOSPITAL,50313,CA,Pneumonia,117,1.0177,17.8,17.5,22,01-JUL-11,30-JUN-14
ALAMEDA HOSPITAL,50211,CA,Pneumonia,207,1.0814,18.7,17.3,44,01-JUL-11,30-JUN-14
FEATHER RIVER HOSPITAL,50225,CA,Chronic_Obstructive_Pulmonary,164,0.9809,20.3,20.7,32,01-JUL-11,30-JUN-14
SAN FRANCISCO GENERAL HOSPITAL,50228,CA,Chronic_Obstructive_Pulmonary,104,1.0617,20.1,18.9,25,01-JUL-11,30-JUN-14
SHARP CORONADO HOSPITAL AND HLTHCR CTR,50234,CA,Heart_Faliure,72,1.0646,22.7,21.3,20,01-JUL-11,30-JUN-14
PROVIDENCE SAINT JOSEPH MEDICAL CTR,50235,CA,Acute_Myocardial_infarction,209,1.1021,16.8,15.2,40,01-JUL-11,30-JUN-14
PROVIDENCE SAINT JOSEPH MEDICAL CTR,50235,CA,Pneumonia,520,1.0397,19.3,18.6,103,01-JUL-11,30-JUN-14
METHODIST HOSPITAL OF SOUTHERN CA,50238,CA,Hip_Knee_Surgery,408,1.0288,5.3,5.1,22,01-JUL-11,30-JUN-14
DESERT REGIONAL MEDICAL CENTER,50243,CA,Hip_Knee_Surgery,157,0.9111,4.1,4.5,23,01-JUL-11,30-JUN-14
LOS ROBLES HOSPITAL & MEDICAL CENTER,50549,CA,Chronic_Obstructive_Pulmonary,392,1.0779,22.4,20.7,93,01-JUL-11,30-JUN-14
EISENHOWER MEDICAL CENTER,50573,CA,Heart_Faliure,869,0.8128,17.2,21.2,138,01-JUL-11,30-JUN-14
EISENHOWER MEDICAL CENTER,50573,CA,Pneumonia,1006,0.8806,15.0,17.1,143,01-JUL-11,30-JUN-14
GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,50575,CA,Hip_Knee_Surgery,157,0.9859,5.7,5.7,23,01-JUL-11,30-JUN-14
GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,50575,CA,Pneumonia,121,0.9901,20.4,20.6,24,01-JUL-11,30-JUN-14
LA PALMA INTERCOMMUNITY HOSPITAL,50580,CA,Chronic_Obstructive_Pulmonary,161,0.9885,22.9,23.2,36,01-JUL-11,30-JUN-14
CHINO VALLEY MEDICAL CENTER,50586,CA,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
SAN DIMAS COMMUNITY HOSPITAL,50588,CA,Hip_Knee_Surgery,157,1.0735,6.5,6.0,23,01-JUL-11,30-JUN-14
MERCY REGIONAL MEDICAL CENTER,60013,CO,Chronic_Obstructive_Pulmonary,157,0.9014,17.1,19.0,23,01-JUL-11,30-JUN-14
PRESBYTERIAN ST LUKES MEDICAL CENTER,60014,CO,Chronic_Obstructive_Pulmonary,57,1.0487,22.2,21.1,16,01-JUL-11,30-JUN-14
PRESBYTERIAN ST LUKES MEDICAL CENTER,60014,CO,Pneumonia,107,1.0043,18.4,18.3,20,01-JUL-11,30-JUN-14
UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,60022,CO,Acute_Myocardial_infarction,346,0.9052,12.7,14.0,39,01-JUL-11,30-JUN-14
UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,60022,CO,Heart_Faliure,513,0.8192,17.2,21.0,77,01-JUL-11,30-JUN-14
UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,60024,CO,Acute_Myocardial_infarction,168,1.0194,14.9,14.6,26,01-JUL-11,30-JUN-14
UNIVERSITY OF COLORADO HOSPITAL ANSCHUTZ INPATIENT,60024,CO,Hip_Knee_Surgery,345,1.3872,7.2,5.2,31,01-JUL-11,30-JUN-14
FOOTHILLS HOSPITAL,60027,CO,Pneumonia,215,0.8712,12.9,14.8,19,01-JUL-11,30-JUN-14
MCKEE MEDICAL CENTER,60030,CO,Pneumonia,169,1.0298,14.9,14.4,27,01-JUL-11,30-JUN-14
ARKANSAS VALLEY REGIONAL MEDICAL CENTER,60036,CO,Acute_Myocardial_infarction,157,0.9753,18.3,18.8,23,01-JUL-11,30-JUN-14
ARKANSAS VALLEY REGIONAL MEDICAL CENTER,60036,CO,Chronic_Obstructive_Pulmonary,102,0.9854,18.6,18.9,18,01-JUL-11,30-JUN-14
ARKANSAS VALLEY REGIONAL MEDICAL CENTER,60036,CO,Pneumonia,281,0.978,16.5,16.9,45,01-JUL-11,30-JUN-14
COLORADO PLAINS MEDICAL CENTER,60044,CO,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
ST ANTHONY SUMMIT MEDICAL CENTER,60118,CO,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
DAY KIMBALL HOSPITAL,70003,CT,Acute_Myocardial_infarction,102,0.9305,18.4,19.8,15,01-JUL-11,30-JUN-14
DAY KIMBALL HOSPITAL,70003,CT,Chronic_Obstructive_Pulmonary,249,1.07,20.2,18.9,55,01-JUL-11,30-JUN-14
SHARON HOSPITAL,70004,CT,Chronic_Obstructive_Pulmonary,155,1.0836,20.9,19.3,38,01-JUL-11,30-JUN-14
STAMFORD HOSPITAL,70006,CT,Hip_Knee_Surgery,157,0.8927,5.0,5.6,23,01-JUL-11,30-JUN-14
SOUTHWEST HEALTHCARE SYSTEM,50701,CA,Chronic_Obstructive_Pulmonary,277,0.9375,18.9,20.2,48,01-JUL-11,30-JUN-14
MISSION COMMUNITY HOSPITAL,50704,CA,Chronic_Obstructive_Pulmonary,198,0.9068,19.1,21.1,31,01-JUL-11,30-JUN-14
FRESNO SURGICAL HOSPITAL,50708,CA,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
DESERT VALLEY HOSPITAL,50709,CA,Chronic_Obstructive_Pulmonary,197,1.0409,22.9,22.0,48,01-JUL-11,30-JUN-14
DELTA COUNTY MEMORIAL HOSPITAL,60071,CO,Hip_Knee_Surgery,157,0.9896,4.1,4.2,23,01-JUL-11,30-JUN-14
VALLEY VIEW HOSPITAL ASSOCIATION,60075,CO,Heart_Faliure,157,0.986,20.0,20.3,23,01-JUL-11,30-JUN-14
"MEDICAL CENTER OF AURORA, THE",60100,CO,Hip_Knee_Surgery,314,1.157,5.2,4.5,19,01-JUL-11,30-JUN-14
CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,60103,CO,Pneumonia,157,0.9388,14.1,15.0,23,01-JUL-11,30-JUN-14
NATIONAL JEWISH HEALTH,60107,CO,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
NATIONAL JEWISH HEALTH,60107,CO,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
"ANIMAS SURGICAL HOSPITAL, LLC",60117,CO,Chronic_Obstructive_Pulmonary,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,50599,CA,Hip_Knee_Surgery,352,1.0662,5.1,4.8,19,01-JUL-11,30-JUN-14
KAISER FOUNDATION HOSPITAL-SAN JOSE,50604,CA,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
KAISER FOUNDATION HOSPITAL-SAN JOSE,50604,CA,Pneumonia,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
ST JOHNS PLEASANT VALLEY HOSPITAL,50616,CA,Heart_Faliure,236,1.0107,22.2,22.0,53,01-JUL-11,30-JUN-14
CEDARS-SINAI MEDICAL CENTER,50625,CA,Acute_Myocardial_infarction,578,0.9543,17.6,18.4,99,01-JUL-11,30-JUN-14
TWIN CITIES COMMUNITY HOSPITAL,50633,CA,Acute_Myocardial_infarction,157,1.0661,16.5,15.5,23,01-JUL-11,30-JUN-14
POMERADO HOSPITAL,50636,CA,Chronic_Obstructive_Pulmonary,116,0.9265,18.4,19.9,16,01-JUL-11,30-JUN-14
EAST LOS ANGELES DOCTORS HOSPITAL,50641,CA,Chronic_Obstructive_Pulmonary,70,0.9928,20.7,20.9,14,01-JUL-11,30-JUN-14
LOS ANGELES COMMUNITY HOSPITAL,50663,CA,Chronic_Obstructive_Pulmonary,224,0.8804,19.7,22.3,35,01-JUL-11,30-JUN-14
KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,50677,CA,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
ORANGE COAST MEMORIAL MEDICAL CENTER,50678,CA,Chronic_Obstructive_Pulmonary,151,1.0218,20.2,19.8,32,01-JUL-11,30-JUN-14
SAINT LOUISE REGIONAL HOSPITAL,50688,CA,Chronic_Obstructive_Pulmonary,106,0.9971,18.1,18.2,19,01-JUL-11,30-JUN-14
SAINT LOUISE REGIONAL HOSPITAL,50688,CA,Heart_Faliure,193,1.0066,21.0,20.9,41,01-JUL-11,30-JUN-14
KAISER FOUNDATION HOSPITAL-SANTA ROSA,50690,CA,Pneumonia,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
COLLEGE MEDICAL CENTER,50776,CA,Pneumonia,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
NORTH COLORADO MEDICAL CENTER,60001,CO,Pneumonia,451,0.9447,15.9,16.8,68,01-JUL-11,30-JUN-14
LONGMONT UNITED HOSPITAL,60003,CO,Heart_Faliure,221,0.9051,18.4,20.3,35,01-JUL-11,30-JUN-14
PLATTE VALLEY MEDICAL CENTER,60004,CO,Pneumonia,102,1.0209,17.3,16.9,19,01-JUL-11,30-JUN-14
LUTHERAN MEDICAL CENTER,60009,CO,Acute_Myocardial_infarction,199,0.9606,15.1,15.7,28,01-JUL-11,30-JUN-14
DENVER HEALTH MEDICAL CENTER,60011,CO,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
SIERRA NEVADA MEMORIAL HOSPITAL,50150,CA,Acute_Myocardial_infarction,86,0.9903,19.2,19.4,16,01-JUL-11,30-JUN-14
SAINT FRANCIS MEMORIAL HOSPITAL,50152,CA,Chronic_Obstructive_Pulmonary,181,1.0278,19.9,19.4,38,01-JUL-11,30-JUN-14
O'CONNOR HOSPITAL,50153,CA,Hip_Knee_Surgery,309,0.9533,4.8,5.0,14,01-JUL-11,30-JUN-14
O'CONNOR HOSPITAL,50153,CA,Pneumonia,344,1.0204,15.9,15.6,56,01-JUL-11,30-JUN-14
ENCINO HOSPITAL MEDICAL CENTER,50158,CA,Acute_Myocardial_infarction,157,0.9821,22.5,22.9,23,01-JUL-11,30-JUN-14
SAN JOAQUIN GENERAL HOSPITAL,50167,CA,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
PRESBYTERIAN INTERCOMMUNITY HOSPITAL,50169,CA,Pneumonia,285,0.9635,16.7,17.3,45,01-JUL-11,30-JUN-14
WATSONVILLE COMMUNITY HOSPITAL,50194,CA,Acute_Myocardial_infarction,157,0.9741,17.4,17.9,23,01-JUL-11,30-JUN-14
WASHINGTON HOSPITAL,50195,CA,Acute_Myocardial_infarction,204,1.2358,22.3,18.0,57,01-JUL-11,30-JUN-14
FLORIDA HOSPITAL ZEPHYRHILLS,100046,FL,Heart_Faliure,482,1.0144,22.4,22.1,109,01-JUL-11,30-JUN-14
FLORIDA HOSPITAL ZEPHYRHILLS,100046,FL,Hip_Knee_Surgery,157,0.9277,6.0,6.5,23,01-JUL-11,30-JUN-14
JAY HOSPITAL,100048,FL,Heart_Faliure,87,1.0676,23.1,21.7,24,01-JUL-11,30-JUN-14
HIGHLANDS REGIONAL MEDICAL CENTER,100049,FL,Acute_Myocardial_infarction,108,1.0639,18.3,17.2,23,01-JUL-11,30-JUN-14
MUNROE REGIONAL MEDICAL CENTER,100062,FL,Chronic_Obstructive_Pulmonary,857,1.0012,20.6,20.6,177,01-JUL-11,30-JUN-14
MORTON PLANT NORTH BAY HOSPITAL,100063,FL,Chronic_Obstructive_Pulmonary,390,1.0459,21.2,20.3,86,01-JUL-11,30-JUN-14
FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,100068,FL,Chronic_Obstructive_Pulmonary,560,0.8774,17.7,20.1,90,01-JUL-11,30-JUN-14
FLORIDA HOSPITAL CARROLLWOOD,100069,FL,Heart_Faliure,69,1.0344,24.6,23.7,19,01-JUL-11,30-JUN-14
ST JOSEPHS HOSPITAL,100075,FL,Chronic_Obstructive_Pulmonary,796,1.01,20.8,20.6,166,01-JUL-11,30-JUN-14
JFK MEDICAL CENTER,100080,FL,Heart_Faliure,1159,1.0981,23.3,21.3,276,01-JUL-11,30-JUN-14
HEALTHMARK REGIONAL MEDICAL CENTER,100081,FL,Heart_Faliure,93,1.0106,23.0,22.7,22,01-JUL-11,30-JUN-14
BROWARD HEALTH NORTH,100086,FL,Acute_Myocardial_infarction,112,0.9905,20.1,20.3,22,01-JUL-11,30-JUN-14
BROWARD HEALTH NORTH,100086,FL,Hip_Knee_Surgery,703,0.8017,4.4,5.5,27,01-JUL-11,30-JUN-14
SARASOTA MEMORIAL HOSPITAL,100087,FL,Acute_Myocardial_infarction,785,0.8432,14.0,16.6,101,01-JUL-11,30-JUN-14
SARASOTA MEMORIAL HOSPITAL,100087,FL,Heart_Faliure,1419,0.8452,19.0,22.5,260,01-JUL-11,30-JUN-14
BAPTIST MEDICAL CENTER JACKSONVILLE,100088,FL,Hip_Knee_Surgery,730,0.8954,4.5,5.0,31,01-JUL-11,30-JUN-14
FLAGLER HOSPITAL,100090,FL,Hip_Knee_Surgery,571,0.9689,5.4,5.5,30,01-JUL-11,30-JUN-14
LAKE WALES MEDICAL CENTER,100099,FL,Acute_Myocardial_infarction,58,1.1342,21.2,18.6,19,01-JUL-11,30-JUN-14
SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,100102,FL,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
LEHIGH REGIONAL MEDICAL CENTER,100107,FL,Hip_Knee_Surgery,157,1.1169,5.8,5.2,23,01-JUL-11,30-JUN-14
FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,100109,FL,Hip_Knee_Surgery,435,1.0228,6.1,6.0,27,01-JUL-11,30-JUN-14
OSCEOLA REGIONAL MEDICAL CENTER,100110,FL,Heart_Faliure,525,1.2207,28.7,23.5,163,01-JUL-11,30-JUN-14
UF HEALTH SHANDS HOSPITAL,100113,FL,Acute_Myocardial_infarction,271,0.9896,16.4,16.6,44,01-JUL-11,30-JUN-14
FLORIDA HOSPITAL FLAGLER,100118,FL,Acute_Myocardial_infarction,183,1.1107,18.3,16.5,39,01-JUL-11,30-JUN-14
NORTH OKALOOSA MEDICAL CENTER,100122,FL,Acute_Myocardial_infarction,118,1.1051,19.3,17.4,28,01-JUL-11,30-JUN-14
PALMS OF PASADENA HOSPITAL,100126,FL,Acute_Myocardial_infarction,157,0.9793,19.3,19.7,23,01-JUL-11,30-JUN-14
TAMPA GENERAL HOSPITAL,100128,FL,Acute_Myocardial_infarction,232,0.9986,19.0,19.0,44,01-JUL-11,30-JUN-14
SOUTH FLORIDA BAPTIST HOSPITAL,100132,FL,Pneumonia,241,1.0052,18.5,18.4,45,01-JUL-11,30-JUN-14
MAYO CLINIC,100151,FL,Pneumonia,308,1.0347,18.1,17.5,58,01-JUL-11,30-JUN-14
PLANTATION GENERAL HOSPITAL,100167,FL,Chronic_Obstructive_Pulmonary,565,0.9914,20.1,20.3,113,01-JUL-11,30-JUN-14
PLANTATION GENERAL HOSPITAL,100167,FL,Hip_Knee_Surgery,316,0.9466,6.0,6.4,18,01-JUL-11,30-JUN-14
PALM BEACH GARDENS MEDICAL CENTER,100176,FL,Acute_Myocardial_infarction,424,0.9108,15.5,17.0,61,01-JUL-11,30-JUN-14
COMMUNITY HOSPITAL OF LONG BEACH,50727,CA,Pneumonia,153,0.996,18.5,18.6,28,01-JUL-11,30-JUN-14
FRESNO HEART AND SURGICAL HOSPITAL,50732,CA,Acute_Myocardial_infarction,157,0.9672,14.9,15.4,23,01-JUL-11,30-JUN-14
WHITTIER HOSPITAL MEDICAL CENTER,50735,CA,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
GARFIELD MEDICAL CENTER,50737,CA,Acute_Myocardial_infarction,154,0.9758,19.0,19.5,28,01-JUL-11,30-JUN-14
CENTINELA HOSPITAL MEDICAL CENTER,50739,CA,Pneumonia,274,1.0313,20.0,19.4,57,01-JUL-11,30-JUN-14
OLYMPIA MEDICAL CENTER,50742,CA,Acute_Myocardial_infarction,48,1.0605,27.9,26.3,17,01-JUL-11,30-JUN-14
CHAPMAN GLOBAL MEDICAL CENTER,50745,CA,Hip_Knee_Surgery,157,1.011,4.9,4.8,23,01-JUL-11,30-JUN-14
ORANGE COUNTY GLOBAL MEDICAL CENTER,50746,CA,Heart_Faliure,68,0.9748,21.3,21.9,13,01-JUL-11,30-JUN-14
ORANGE COUNTY GLOBAL MEDICAL CENTER,50746,CA,Pneumonia,157,0.9282,15.1,16.2,23,01-JUL-11,30-JUN-14
SOUTH COAST GLOBAL MEDICAL CENTER,50747,CA,Chronic_Obstructive_Pulmonary,157,0.9598,22.7,23.7,23,01-JUL-11,30-JUN-14
MIRACLE MILE MEDICAL CENTER,50751,CA,Pneumonia,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
MENLO PARK SURGICAL HOSPITAL,50754,CA,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
KAISER FOUNDATION HOSPITAL - ANTIOCH,50760,CA,Pneumonia,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
PROVIDENCE TARZANA MEDICAL CENTER,50761,CA,Hip_Knee_Surgery,157,1.1273,7.1,6.3,23,01-JUL-11,30-JUN-14
SILVER LAKE MEDICAL CENTER,50763,CA,Pneumonia,157,0.9314,21.0,22.6,23,01-JUL-11,30-JUN-14
KAISER FOUNDATION HOSPITAL-MORENO VALLEY,50765,CA,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
KAISER FOUNDATION HOSPITAL - VACAVILLE,50767,CA,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
HOAG ORTHOPEDIC INSTITUTE,50769,CA,Pneumonia,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
COAST PLAZA HOSPITAL,50771,CA,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
KAISER FOUNDATION HOSPITAL - ROSEVILLE,50772,CA,Chronic_Obstructive_Pulmonary,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
KAISER FOUNDATION HOSPITAL - ROSEVILLE,50772,CA,Pneumonia,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,50503,CA,Hip_Knee_Surgery,255,0.9997,4.7,4.7,12,01-JUL-11,30-JUN-14
SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,50503,CA,Pneumonia,236,0.9362,14.5,15.5,30,01-JUL-11,30-JUN-14
KAISER FOUNDATION HOSPITAL,50510,CA,Heart_Faliure,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
VICTOR VALLEY GLOBAL MEDICAL CENTER,50517,CA,Chronic_Obstructive_Pulmonary,86,1.0293,20.9,20.3,20,01-JUL-11,30-JUN-14
HUNTINGTON BEACH HOSPITAL,50526,CA,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
SUTTER DAVIS HOSPITAL,50537,CA,Hip_Knee_Surgery,157,1.1951,5.2,4.3,23,01-JUL-11,30-JUN-14
COLLEGE HOSPITAL COSTA MESA,50543,CA,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
PORTERVILLE DEVELOPMENTAL CENTER,50546,CA,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
LOS ROBLES HOSPITAL & MEDICAL CENTER,50549,CA,Acute_Myocardial_infarction,388,0.9549,15.8,16.6,59,01-JUL-11,30-JUN-14
ST VINCENT'S MEDICAL CENTER RIVERSIDE,100040,FL,Chronic_Obstructive_Pulmonary,923,1.1487,22.9,19.9,221,01-JUL-11,30-JUN-14
BRISTOL HOSPITAL,70029,CT,Acute_Myocardial_infarction,64,1.0074,19.7,19.6,13,01-JUL-11,30-JUN-14
BRISTOL HOSPITAL,70029,CT,Heart_Faliure,305,1.0771,23.5,21.8,76,01-JUL-11,30-JUN-14
NORWALK HOSPITAL ASSOCIATION,70034,CT,Chronic_Obstructive_Pulmonary,348,1.0029,19.8,19.7,69,01-JUL-11,30-JUN-14
JOHN DEMPSEY HOSPITAL,70036,CT,Chronic_Obstructive_Pulmonary,215,1.0234,20.2,19.7,45,01-JUL-11,30-JUN-14
MASONICARE HEALTH CENTER,70039,CT,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
HEBREW HOME AND HOSPITAL INC,70040,CT,Acute_Myocardial_infarction,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
HEBREW HOME AND HOSPITAL INC,70040,CT,Hip_Knee_Surgery,157,0.9756,16.6,16.7,23,01-JUL-11,30-JUN-14
BEEBE MEDICAL CENTER,80007,DE,Acute_Myocardial_infarction,346,0.9874,14.3,14.5,49,01-JUL-11,30-JUN-14
BEEBE MEDICAL CENTER,80007,DE,Pneumonia,690,1.035,16.8,16.2,118,01-JUL-11,30-JUN-14
GEORGE WASHINGTON UNIV HOSPITAL,90001,DC,Chronic_Obstructive_Pulmonary,145,1.0457,19.9,19.1,32,01-JUL-11,30-JUN-14
GEORGE WASHINGTON UNIV HOSPITAL,90001,DC,Heart_Faliure,298,1.0642,22.6,21.2,71,01-JUL-11,30-JUN-14
HOWARD UNIVERSITY HOSPITAL,90003,DC,Heart_Faliure,177,1.1804,24.9,21.1,54,01-JUL-11,30-JUN-14
SIBLEY MEMORIAL HOSPITAL,90005,DC,Pneumonia,428,1.0384,14.4,13.9,64,01-JUL-11,30-JUN-14
UNITED MEDICAL CENTER,90008,DC,Heart_Faliure,200,1.0937,25.7,23.5,57,01-JUL-11,30-JUN-14
MEDSTAR WASHINGTON HOSPITAL CENTER,90011,DC,Pneumonia,416,1.1095,19.5,17.5,88,01-JUL-11,30-JUN-14
BETHESDA HOSPITAL EAST,100002,FL,Acute_Myocardial_infarction,389,0.9394,16.8,17.9,62,01-JUL-11,30-JUN-14
FLORIDA HOSPITAL,100007,FL,Chronic_Obstructive_Pulmonary,2673,1.1459,22.1,19.3,600,01-JUL-11,30-JUN-14
BAPTIST HOSPITAL OF MIAMI,100008,FL,Heart_Faliure,901,1.0835,24.9,23.0,229,01-JUL-11,30-JUN-14
LEE MEMORIAL HOSPITAL,100012,FL,Hip_Knee_Surgery,2357,1.1251,5.4,4.8,130,01-JUL-11,30-JUN-14
